RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.949338529,47,2,0.472171699,2748,9,0,1,0,2
0.026321732,66,0,23,0,4,0,0,0,0
0.174280147,51,0,0.200246049,10566,9,0,1,0,0
0.002452131,72,0,5,0,10,0,0,0,0
0.171231649,60,0,0.130732644,22916,15,0,1,0,1
0.035284421,75,0,0.123554632,7696,14,0,1,0,0
0.492012543,30,0,0.331167208,4000,7,0,0,0,0
0.038641204,57,0,0.300284181,9500,18,0,1,1,0
0.036399225,44,0,0.015364355,6833,8,0,0,0,0
0.000599691,39,0,1120.5,1,6,0,2,0,2
0.030498614,69,0,0.118587608,1500,6,1,0,0,2
0.409450909,29,0,0.187056038,3800,5,0,0,0,0
0.250667576,30,0,0.202262959,11400,7,0,1,0,0
0.040482565,59,0,1.607196402,2000,6,0,2,0,0
0.565191818,25,1,155.5,1,9,0,0,0,0
0.714906562,66,2,0.384708007,6643,5,1,3,0,1
0.808330758,51,0,2505,5400,9,0,1,0,0
0.668883962,58,0,2815,5400,7,0,1,0,0
0.340777654,40,0,0.503385178,5464,7,0,0,0,0
0.981003166,54,0,0.101408216,12000,10,0,0,0,0
0.730538922,25,0,0.004997501,2000,1,0,0,0,0
0.834954126,50,0,0.544774822,5750,8,0,2,0,1
0.238640258,71,0,1.031882071,5833,17,0,3,0,0
0.781631897,51,0,0.145174156,3760,4,1,0,0,2
0.021968141,48,0,1.002998501,2000,14,0,1,0,1
0.023332296,75,0,0.002194266,6835,5,0,0,0,0
0.015416238,73,0,1573,5400,6,0,3,0,0
0.649788017,42,0,0.528673447,4620,12,0,2,0,0
0.376336436,56,0,2821,5400,15,0,3,0,2
0.277921202,52,0,0.451249719,4440,15,0,0,0,1
0.446778578,60,0,0.343312178,8350,15,0,1,0,0
0.449888579,49,3,0.457627119,7374,13,0,1,0,1
0.31349098,58,0,2785,5400,10,0,1,0,0
0.15292893,35,0,0.329023519,8120,10,0,1,0,0
0.06882284,72,0,0.021591363,2500,4,0,0,0,0
0.145396279,42,0,0.416912675,10500,9,0,3,0,1
0.09098392,72,2,1087,5400,12,0,1,0,0
0.15759606,59,0,0.669891173,1653,4,0,1,0,0
0.2994372,41,0,0.319274611,9649,8,0,2,0,2
0.464100715,30,0,0.353710111,2600,5,0,0,0,0
0.916983743,47,1,0.668048435,9166,14,0,3,0,0
0.569254138,39,0,0.881871876,2200,5,0,1,0,2
0.024027885,47,0,28,5400,5,0,0,0,0
0.835284089,45,0,0.44225517,5125,8,0,1,0,0
0.688573843,52,0,0.755133871,3846,15,0,3,0,0
0.002707805,79,0,0.001666111,3000,5,0,0,0,0
1.168665068,58,2,0.72723321,4600,10,0,1,0,0
0.23049277,60,0,1.017327557,3000,10,0,1,0,0
0.000159997,58,0,0.281309843,5221,3,0,1,0,0
0.392984281,58,0,1.33902214,2167,5,0,1,0,0
0.179293986,35,0,0.599384852,2600,5,0,2,0,1
0.953555878,47,0,0.549245785,3380,5,0,1,0,0
0.366071168,53,0,1.007130125,560,9,0,0,0,1
0.030109177,43,0,504,0,9,0,0,0,0
0.84648898,43,0,0.285285786,6000,5,0,0,0,2
0.00574175,67,0,0.002332556,3000,5,0,0,0,0
0.013349333,47,0,2423,5400,4,0,3,0,0
0.293947104,62,1,0.373313343,2000,7,0,0,0,0
0.9999999,80,0,1016,5400,2,0,1,0,0
0,66,0,15,5400,9,0,0,0,0
0.021887673,68,0,0.189056535,5500,3,0,1,0,0
0.643552785,26,0,1.249169435,300,6,0,0,0,0
0.057044903,37,0,0.714925888,2900,6,0,1,0,2
0,40,0,509,5400,3,0,0,0,0
0.072246842,62,0,0.634243837,1500,14,0,1,0,0
0.329161063,31,0,0.401506298,7700,12,0,2,0,1
0.102526175,55,0,0.135868562,16250,15,0,2,0,2
0.004407803,55,3,0.418716257,3333,16,1,1,0,1
0.9999999,34,0,0.691921005,2784,7,0,2,0,3
0,70,0,13,5400,3,0,0,0,0
0.156314908,58,0,0.386846902,6583,7,0,2,0,1
0,51,0,0.174042059,7750,3,0,1,0,2
0.032306142,59,0,0.391663964,6165,19,0,1,0,0
0.9999999,25,0,0.127342124,2881,2,0,0,0,0
0.079598187,67,0,0.240335174,5250,9,0,1,0,0
0.180403275,81,0,0.448979592,1371,13,0,0,0,0
0.862298196,75,2,0.485935209,7500,18,0,1,0,0
0.040185068,66,0,0.172007178,3900,6,0,0,0,0
0.565276327,47,1,0.086860486,16750,6,0,0,0,0
0.198225222,33,2,0.252276999,6916,8,2,1,0,0
0.38053982,46,0,0.384070392,8750,5,0,2,0,2
0,23,0,0.157602664,900,3,0,0,0,0
0.045673858,64,0,0.015389,3508,1,0,0,0,0
0.009332988,33,0,0.002372077,2950,4,0,0,0,0
0.993704869,28,1,0.103136182,4750,13,0,0,0,3
0.907946591,63,2,0.431092437,3569,9,0,0,0,0
0.014006834,25,0,0.005999333,9000,20,0,0,0,0
0.050148746,66,0,937,5400,4,0,1,0,0
0.031644093,68,1,0.041022949,13333,8,0,2,0,0
0.025212807,62,0,0.167524992,3300,5,0,0,0,0
0.080894814,33,0,0.138413686,4500,7,0,0,0,2
0.146496338,41,0,0.409012132,7500,8,0,2,0,3
1.03169683,39,1,0.419037824,8750,8,0,2,0,3
0.133194898,70,1,0.695706285,3213,20,0,1,0,0
0.019965486,50,0,0.420782209,13039,7,0,1,0,1
0,46,0,0.231816504,21667,18,0,2,0,0
0.034308467,55,0,1290,5400,9,0,2,0,0
0.078394774,78,0,0.025809479,6392,9,0,1,0,0
0.055541911,64,0,0.026096613,1800,8,0,0,0,0
0.262567172,29,0,0.456423929,6000,11,0,1,0,1
0.023414715,51,0,2606,5400,8,0,2,0,2
0.764740322,54,0,0.36987428,8510,6,0,1,1,3
0.999332889,25,2,0.145795247,2187,6,0,0,0,0
0.9999999,47,0,1970,5400,2,1,2,1,0
0.017693953,49,0,0.652981078,2800,16,0,1,0,1
0,52,0,0.413813459,6775,8,1,1,0,1
0.059165126,59,0,1.036728512,2640,18,0,3,0,0
0.23248497,60,0,0.227728732,4983,14,0,1,0,0
0.736842105,29,2,0.031653478,2400,5,0,0,1,1
0.691853794,44,0,966,5400,5,0,1,0,1
0.823633157,32,1,0.063282337,2875,3,0,0,2,0
0.033795888,49,0,0.003363331,11000,6,0,0,0,0
0.430469252,59,0,2581,5400,4,0,2,0,0
0.053975739,48,0,0.097951655,10300,8,0,0,0,1
0.970686209,50,0,0.101353697,2880,3,0,0,0,1
0.958809908,65,0,0.683172656,2281,11,0,2,0,0
0.645490301,51,0,0.507088332,2750,10,0,0,0,1
0.241671474,63,1,2719,5400,11,0,2,0,0
0.103459169,50,0,98,5400,5,0,0,0,0
0.102505328,62,0,0.0099996,25000,7,0,0,0,0
0.044639825,62,0,3068,5400,8,0,1,0,0
0.267703359,49,0,0.021265054,9216,4,0,0,0,1
0.931150378,43,0,0.507257936,6268,10,0,1,0,0
0,33,0,0.456062164,8750,4,0,1,0,0
0.017048365,44,0,0.029495084,6000,4,0,0,0,3
0.426697421,63,0,1.002695418,2225,17,0,1,0,1
0.417881564,51,2,0.10456155,4800,4,0,0,0,2
0.542322022,65,0,0.711798612,8500,17,0,2,0,0
0.407186096,46,0,0.512998,6500,14,0,3,0,2
0.533416005,39,0,1746,5400,10,0,1,0,2
0.085783584,72,0,0.16900596,5200,12,0,0,0,1
0.9999999,34,0,0.603830645,991,2,1,0,0,3
0,23,1,0.139643861,3200,5,0,0,1,1
0.006933729,41,0,0.927962364,3400,10,0,3,0,2
0.0739507,41,5,1148,5400,6,0,0,0,2
0.908658043,49,0,0.300073368,2725,6,0,0,0,0
0.002533164,36,0,486.5,1,4,0,1,0,0
0.539059013,46,2,0.309642287,10650,14,0,1,0,1
0.032796624,66,0,0.093536951,11000,10,0,0,0,0
0,51,0,0.273829667,7091,9,0,1,0,0
0.9999999,27,0,0.253164557,1500,4,0,0,0,0
0.12195501,47,0,0.15435906,5998,15,0,0,0,0
0.014943081,37,0,0.155284983,17000,6,0,1,0,1
0.66739872,49,0,393.5,1,7,0,0,0,0
0.202983085,75,0,0.389067524,7774,8,1,1,0,0
0.9999999,54,3,779,5400,5,2,1,2,0
0.143079565,65,0,0.354502863,3841,8,0,1,0,0
0.05775769,86,0,43,5400,2,0,0,0,0
0,63,0,0.000571265,3500,13,0,0,0,0
0.33257996,43,0,0.538092382,5000,7,0,2,0,2
0.005383667,58,1,0.000646114,10833,12,0,0,0,0
0.155549207,64,0,0.539584166,5001,11,0,3,0,0
0.334039906,41,0,0.352443154,4133,8,0,1,0,0
0.002801823,59,0,0.277749958,5990,13,0,1,0,0
0.108869732,57,0,0.502430743,12958,13,0,2,0,3
0,35,0,0.281830628,5112,11,0,1,0,0
0.016326711,58,0,0.235583371,6710,5,0,1,0,2
0.373002709,53,0,0.106959205,8750,5,0,0,1,0
0.08607076,57,0,0.253073267,6100,20,0,2,0,0
0.023464572,63,0,0.149350649,1539,13,0,0,0,0
0.008699565,74,0,0.153490094,5400,3,0,1,0,0
0.000260866,39,0,0.299823633,1700,10,0,0,0,0
0.056009113,40,0,0.48787803,4000,8,0,1,0,0
0.397859424,56,0,0.591640836,10000,18,0,2,0,0
1.036088759,42,3,0.364059718,7300,5,1,1,2,3
0,65,0,0.364654138,2500,13,0,0,0,1
0.598493939,47,0,0.613969608,3750,9,0,1,0,0
0.044530365,67,0,0.402313499,10200,8,0,3,0,1
0.9999999,24,0,0.61298377,800,1,0,0,0,0
0.546627886,33,0,0.579583938,6200,7,0,2,0,0
0.008993907,41,0,1265,5400,16,0,1,0,0
0.311543072,43,0,0.37994723,7200,11,0,2,0,1
0.020187689,81,0,0.140464884,4000,13,0,0,0,0
0.955522239,55,1,2254,5400,7,1,1,1,0
0.9999999,58,1,1921,5400,4,0,1,1,0
0.163937384,54,1,3229,5400,17,0,2,0,3
0.9999999,53,0,0.505526051,6966,7,0,2,0,2
0.01899017,63,0,0.43702519,2500,5,0,2,0,0
0.193261014,66,0,378,5400,6,0,0,0,0
0.078046098,53,0,2153,5400,4,0,1,0,0
0.9999999,46,0,0.165834166,1000,2,2,0,0,0
0.9999999,33,0,0.100599908,6500,1,6,0,1,1
0.007293689,27,1,0.136312089,4408,6,0,0,0,0
0.349095837,56,0,2119,5400,10,0,2,0,0
0.774656849,29,0,0.074989287,7000,6,0,0,0,1
0.259366959,45,3,0.333833323,16666,13,0,2,0,2
0.043344805,71,0,0.003357438,3871,3,0,0,0,0
0.9999999,53,0,0.333333333,3500,2,0,1,0,0
0.527720389,59,2,0.437338559,11226,15,0,2,0,0
0.9999999,34,1,0.015525759,4250,5,1,0,0,0
0.313268673,40,0,0.083365797,7700,4,0,0,1,2
0.457205981,36,0,427,5400,4,0,0,0,0
0.112206041,62,0,0.820870994,3650,11,0,2,0,0
0.301813252,30,1,0.533119086,5600,11,0,1,0,3
0.9999999,51,0,0.152831652,3866,1,0,0,0,3
0.9999999,45,0,2.264779351,1200,3,0,2,0,2
0.003769086,42,0,0.000754432,2650,4,0,0,0,0
0.026756772,73,0,1755,5400,10,0,1,0,0
0.210343329,26,2,0.009608785,1456,2,0,0,0,0
0.9999999,34,0,0.017336776,2710,0,10,0,0,3
0.679004508,43,0,0.323104693,1107,6,0,0,0,0
0.358729316,49,0,0.254877281,4766,11,0,1,0,2
0.741966274,41,2,0.256082657,9000,9,1,1,0,2
0.007220849,32,0,1.029180328,3049,14,0,2,0,0
0.813941921,63,0,0.422806291,4831,9,0,2,0,0
0.550632223,31,0,0.235050997,15000,10,0,2,0,0
0.138058186,56,0,0.036964436,3570,5,0,0,0,1
0.003771321,26,0,0.231896935,2250,4,0,0,0,0
0.9999999,28,0,0,5400,0,1,0,0,0
0.214771812,40,0,0.496189395,6166,6,0,2,0,2
0.754853762,55,1,0.793529626,2750,5,1,1,1,3
0.042100839,59,0,0.070394408,6008,12,0,0,0,2
0.066496675,68,0,1823,5400,7,0,2,0,0
0.518376816,47,1,0.189224862,8333,11,0,0,0,0
0.007582701,40,0,0.198233562,2037,2,0,0,0,3
0.440895294,45,1,0.27211509,9800,11,0,2,0,0
0.072287658,73,1,0.049191375,4451,12,0,0,0,0
0.232204745,59,0,0.051716645,2300,5,0,0,0,3
0.217246389,40,0,0.290688331,11200,8,0,2,0,0
0,66,0,1112,5400,7,0,1,0,2
0.119761183,70,0,0.03811309,3200,2,0,0,0,0
0.40067278,35,1,0.318018018,5549,6,0,1,0,1
0.052419771,64,0,0.210611365,7425,20,0,1,0,1
0.004173329,64,0,0.100611189,6380,5,0,1,0,2
0.186270946,57,0,0.380816034,8381,11,0,1,0,1
0.035415191,39,0,0.16312592,26500,9,0,3,0,0
0.011124692,51,0,103,5400,5,0,0,0,0
0.063594821,28,0,3448,5400,5,0,2,0,0
0.976736593,32,3,0.932092382,2900,12,3,1,0,0
0.146706891,59,0,3001,5400,5,0,1,0,0
0.854791299,38,1,1275,5400,5,0,0,3,2
0.953494524,52,0,0.548450373,2548,11,0,0,0,2
0.01285073,65,0,0.680412371,3200,17,0,1,0,0
0.183760541,38,0,0.17187748,6300,7,0,0,0,2
0.018773891,35,0,0.543829296,1733,10,0,2,0,0
0.861077004,50,0,2.261477046,500,9,0,1,0,3
0.705179836,24,1,0.063306955,2400,5,0,0,0,0
0,77,0,0,5400,4,0,0,0,0
0.081934988,40,0,0.339295634,9000,9,0,2,0,0
0.92857568,64,2,0.320285714,10499,5,0,1,0,2
0.008589132,60,0,0.390248259,5598,5,0,1,0,0
0.80183932,43,0,0.863808043,4500,21,0,2,0,0
0,61,0,0,5400,1,0,0,0,0
0.9999999,62,0,1586,5400,3,0,1,0,0
0.117515299,31,0,0.070717386,7833,4,0,0,0,0
0.9999999,25,0,0.294117647,254,3,1,0,0,1
0.129396303,52,0,2061,5400,5,0,1,0,0
0.139890402,51,0,0.528191834,10800,17,0,3,0,2
0.168772615,58,0,0.289779829,10400,11,0,1,0,1
0.267732268,24,0,8,0,1,0,0,0,0
0.097418489,73,0,2589,5400,11,0,1,0,1
0.056785023,56,1,2480,5400,14,0,3,0,0
1.074985003,77,0,0.070309897,3000,3,0,0,0,0
0.194143124,54,0,0.453626635,5045,12,0,2,0,0
0,40,0,0.330556481,3000,8,0,1,0,0
0.054053563,51,0,0.168483573,13300,8,0,1,0,2
0.270416695,59,0,2164,5400,9,0,1,0,1
0.162639915,29,0,0.274859117,5500,8,0,1,0,0
0.228923271,65,0,0.063526053,1400,5,0,0,0,0
0.101431411,68,0,0.317276273,9486,12,0,2,0,0
0.002701098,75,1,1269,5400,11,0,1,0,0
0.581114145,48,0,0.400411382,8750,11,0,2,0,3
0.444753556,56,0,0.373750833,1500,5,0,0,0,0
0.082191601,80,0,1936,5400,12,0,1,0,1
0.496987828,54,0,0.574688358,4732,8,0,1,0,1
0.000343837,63,0,3483,5400,21,0,2,0,0
0.263771916,41,0,0.273180627,11830,6,0,1,0,1
0.871889008,43,0,0.561109978,4900,6,0,0,0,2
0.143378482,51,0,0.229799464,15308,19,0,3,0,3
0.164475222,49,1,3215,5400,15,0,1,0,0
0.9999999,61,2,1371,5400,3,2,0,0,0
0.610588963,55,0,0.364667339,3967,10,0,0,0,1
0.218799105,80,0,0.86372909,2450,12,0,2,0,0
0.344663834,58,2,0.56177529,2500,7,3,1,1,2
0.204595135,32,0,0.509460907,2800,4,0,2,0,0
0.046789882,57,0,0.246997598,4995,15,0,1,0,1
0,36,0,0.114339269,3200,4,0,0,0,0
0.9999999,40,0,43,5400,1,2,0,0,3
0.703307285,43,0,0.323119777,14000,18,0,3,0,1
0.015026566,67,0,0.007950849,8300,6,0,0,0,1
0.004552771,49,0,0.425307055,3500,17,0,1,0,2
0.644071186,49,1,0.926122108,3586,3,3,1,0,1
0.007589329,59,0,0.580229688,9316,7,0,2,0,0
0.056982859,71,0,0.181890897,6250,10,0,1,1,0
0.92440336,29,1,0.430754305,8245,7,0,2,0,0
0.113841545,57,0,0.264536463,9200,9,0,1,0,1
0,60,0,1299,0,5,0,1,0,0
0.865168539,55,2,1.768526228,1200,9,0,1,0,0
0.042740336,74,0,0.012974052,9017,12,0,0,0,0
1.42192691,50,1,0.058002937,4085,2,0,0,1,2
0.957138708,37,0,0.374035281,10883,9,0,1,0,2
0.000827875,58,2,5116,5400,17,0,2,0,0
0.9999999,73,0,0,5766,2,0,0,0,0
0.437807052,43,0,0.281863055,7900,6,0,1,0,3
0.468361493,39,1,0.293391287,10122,12,0,2,0,0
0.971105066,67,1,1026,5400,10,0,1,0,2
0.007690293,64,0,0.100884425,6670,8,0,2,0,2
0.9999999,33,2,0.212696826,4000,4,0,0,0,0
0.454289669,71,0,0.742154368,2357,5,0,1,0,0
0.016084014,46,0,1200,5400,5,0,1,0,0
0.071850351,45,0,1.003074558,1300,6,0,1,0,0
0.042990557,60,0,1707,5400,8,1,1,0,0
0.031028499,34,0,0.236105531,7466,7,0,2,0,3
0.043637601,78,0,50,5400,4,0,0,0,0
0.009828843,52,0,3,5400,6,0,0,0,0
0.154087582,50,3,0.376623377,6621,13,0,2,1,0
0.024954523,77,0,0.015769626,5833,12,0,0,0,0
0.029164236,31,0,0.395031809,3300,10,0,1,0,0
0,33,0,0.089201878,3833,4,0,0,0,1
0,36,0,0.151939224,2500,8,0,0,0,2
0.000539989,78,0,0.314634824,3600,5,0,1,0,0
0,85,0,0.161262677,7000,8,0,1,0,0
0.728981589,36,1,0.777189888,1700,6,0,1,0,0
0.019211671,53,0,47,5400,3,0,0,0,0
0.267695165,69,0,0.085320455,9938,3,0,0,0,0
0.059033669,40,0,0.273960863,7000,11,0,2,0,1
0.00179991,53,0,0.000217344,4600,1,0,0,0,2
0.426779063,34,1,0.149109218,2581,3,0,0,0,0
0.927511754,53,5,1925,5400,10,0,1,1,1
0,55,0,0.718915937,14500,14,0,3,0,0
0.349606151,56,2,0.456708658,5000,11,0,1,0,0
0.002059593,70,0,0.091870743,6900,14,0,0,0,0
0.008159674,53,0,0.560650493,3750,3,0,1,0,1
0.962788114,67,0,1.276836158,2300,9,0,1,2,0
0.80058508,29,2,0.059542796,1880,4,1,0,2,0
0.9999999,30,0,27,5400,1,0,0,0,0
0.046860224,68,0,0.267198582,5639,14,0,2,0,1
0.9999999,64,0,1345,5400,6,0,2,0,0
0.470415732,27,0,0.304805331,2850,10,0,0,0,0
0.053581829,28,0,0.002104709,3800,2,0,0,0,0
0.010595594,77,0,0.004924953,4263,7,0,0,0,0
0.053846545,72,0,94,5400,3,0,0,0,0
0.698938164,38,0,0.324912281,1424,3,0,0,0,2
0.148401342,43,0,0.785006693,3734,14,0,3,0,0
0.24685021,61,0,0.256522066,13300,6,0,1,0,0
0.027327573,67,0,0.008189696,10500,16,0,0,0,0
0.033034977,65,0,1386,5400,9,0,1,0,0
0.063237546,38,0,0.491358377,7000,6,0,1,1,1
0.209376488,47,0,0.579904934,6100,9,0,1,0,2
0.874446508,49,1,0.175397522,10250,6,0,1,0,0
0.033664422,80,0,15,5400,1,0,0,0,0
0,64,0,0.298814455,7000,11,0,2,0,2
0.263338676,32,0,0.067954697,1500,3,0,0,0,0
0.288213805,26,1,0.049638056,2900,3,0,0,0,1
0.357314281,40,0,0.173360447,5900,5,0,0,0,2
0.288213973,37,0,0.235972437,7110,9,0,1,0,0
0.555938038,53,0,0.451816271,3330,10,0,0,0,0
0.000938945,70,0,0,1906,5,0,0,0,0
0.138090295,70,0,801,5400,7,0,1,0,0
0.310236336,43,0,0.648698542,5416,6,0,2,0,0
0.297063072,58,0,0.222759822,5166,9,0,1,0,2
0.352329305,49,0,0.344050458,13000,15,0,3,0,3
0.9999999,31,0,0.344456943,8000,5,0,2,0,1
0.491979451,56,1,0.05473246,8166,7,0,0,0,0
0.084166631,60,0,0.172382762,10000,7,0,2,0,3
0,25,1,0.166986564,2083,5,0,0,0,0
0.004338105,38,0,3398,5400,12,0,1,0,0
0.811588864,40,0,0.430260047,2960,10,0,0,0,0
0,52,0,0.535847535,9916,11,0,3,0,1
0.249922521,63,2,0.254313231,19416,18,0,2,0,1
0.175247886,77,0,0.050636198,3850,5,0,0,0,1
0.9999999,55,0,0,8200,0,0,0,0,0
0.512165315,40,0,0.227077978,3500,5,0,0,0,2
0.005293835,41,0,2721,5400,6,0,1,0,0
0.678236437,64,1,0.406515837,5524,8,0,1,0,1
0.06538222,38,0,0.338085827,7083,10,0,2,0,2
0.206145917,46,0,0.569701198,8600,4,0,2,0,2
0.04035794,86,0,0.119467607,6235,9,0,0,0,1
0.563105907,44,0,0.51358107,6000,14,3,1,0,0
1.108254784,29,2,0.255561894,3505,5,4,0,1,2
0.32526561,28,0,0.142267541,4118,4,0,0,0,2
0.143529117,57,0,0.173253676,2175,13,0,0,0,0
0,53,0,0,2600,4,0,0,0,0
0.956472519,56,0,0.368773946,11483,9,0,1,0,2
0.14704016,72,0,1791,5400,18,0,2,0,0
0.179706951,77,0,170,0,11,0,0,0,0
0.360523979,51,0,0.251704129,17750,13,0,2,0,0
0.9999999,24,0,0,1,2,0,0,0,0
0.9999999,70,0,1336,5400,4,0,1,0,0
0.638311599,55,0,0.194146519,5500,6,0,0,0,0
0.581243236,55,1,0.653854699,4500,6,0,1,0,2
0.151655457,47,1,0.163490623,6611,12,0,0,0,3
0.9999999,62,0,1180,5400,1,2,0,0,0
0.229412834,31,0,0.394501964,2800,7,0,1,0,1
0.201599877,48,0,0.013369901,5833,1,0,0,0,0
0.117877642,55,0,0.413910559,9100,6,0,2,0,2
0.40005735,61,0,0.603421462,4500,12,0,2,0,0
0.106627216,35,0,0.384661534,10000,7,0,2,0,2
0.21301007,37,0,0.741112944,6666,9,0,2,0,3
0.070249779,56,0,0.785833333,5999,13,0,3,0,0
0.085106383,56,0,82,5400,5,0,0,0,0
0.026342927,41,0,0.004080966,6125,6,0,0,0,2
0.207379262,43,0,0.136863137,1000,4,0,0,0,0
0.023907653,78,0,55,5400,14,0,0,0,0
0.030024681,61,0,0.852235551,1833,5,0,1,0,0
0.790066829,49,0,0.263157895,8758,9,0,0,0,2
0,57,1,0.363292967,9000,9,0,1,0,2
0.680786232,39,0,0.314857081,9200,6,0,2,0,2
0.997000158,39,1,3708,5400,11,0,1,0,1
0.975839717,39,0,2710.5,1,9,0,1,0,0
0.046591232,71,0,0.390614562,5987,12,0,1,0,0
0.274624414,44,0,0.095718315,11700,6,0,0,0,2
0.050304012,51,0,0.724608044,4400,11,0,2,0,0
1.020550307,33,1,1.026195707,5916,7,1,2,0,1
0.44907311,31,0,795,5400,3,0,0,0,0
0.105892149,52,0,1879,5400,14,0,1,0,0
0,69,0,1.043978011,2000,10,0,2,0,0
0.971400683,45,3,0.747402078,1250,15,0,1,0,0
0.197201865,21,0,8,0,2,0,0,0,0
0.826458523,38,1,2439,5400,10,4,1,1,0
0.049036077,36,1,0.002399774,7083,4,0,0,0,0
0.640645557,34,2,0.671954444,4916,7,0,2,1,0
0.662821632,51,0,0.201965658,35000,18,0,1,0,2
0.041020399,33,0,0.265745765,6080,14,0,1,0,1
0.770287141,32,2,0.005292561,3400,4,0,0,1,0
0,34,1,681,5400,7,1,0,1,0
0.166483799,47,0,0.449563584,9050,11,0,1,0,0
0.033025035,65,0,1083,5400,9,0,1,0,1
0.013044685,78,0,0.003598561,2500,9,0,0,0,0
0.455154587,49,1,0.913286004,1971,11,0,0,0,0
0.412220608,35,0,0.053089382,3333,3,0,0,0,1
0.011084596,53,0,0.281896012,4788,15,0,1,0,1
0.000578937,74,0,0.087076374,6166,7,0,1,0,0
0.170399422,54,0,2.762490392,1300,13,0,2,0,0
0.040279194,62,0,60,5400,5,0,0,0,0
0.071385723,25,0,0.025322079,4501,2,0,0,0,0
0,44,0,0,15800,4,0,0,0,1
0.347907041,46,0,2004,5400,7,0,1,0,0
0.014999641,43,0,0.996535561,4906,5,0,2,0,2
0.011748531,43,0,0.437080795,16250,14,0,3,0,1
0.0503614,79,0,0.01994302,3509,5,0,0,0,0
1.036414156,59,3,0.293066667,7499,4,0,1,0,0
0.018201167,24,0,0.004403901,3178,6,0,0,0,0
0.304964539,70,0,0.402766206,6000,3,0,1,0,0
0.054887623,53,0,0.142308615,4166,16,0,0,0,0
0.081429425,49,2,0.246675332,10000,9,0,1,0,3
0.019107487,71,0,0.049916805,600,6,0,0,0,0
0.863600351,55,0,0.402224861,16000,17,0,2,1,3
0.630144195,53,0,2829,5400,9,0,1,0,0
0.880449083,81,1,0.271909364,3000,2,1,0,1,0
0.004955445,74,0,0.18592563,2500,13,0,1,0,0
0.9999999,80,0,0.067142008,5048,4,0,0,0,0
0,50,0,0.462220058,10269,4,0,2,0,0
0.627193957,37,1,0.435176507,3200,5,0,1,1,2
0.031071575,55,0,0.464768956,7833,10,0,2,0,0
0.275008823,40,0,0.20396862,6500,5,0,0,0,2
0.211206477,44,1,0.2138395,2080,13,1,0,1,0
0.357428848,60,0,0.116544173,6666,9,0,1,0,0
0.3060996,56,0,2873,5400,10,0,2,0,0
0.9999999,24,0,0.292565947,833,1,0,0,0,0
0.977022977,35,1,29,5400,1,0,0,0,0
0.001614857,80,0,0.000133583,7485,4,0,0,0,0
0.97692103,42,0,0.469506099,5000,6,0,3,0,1
0.058623101,55,0,0.246294185,11400,14,0,2,0,2
0.633975616,64,0,0.438869666,5201,6,0,2,0,0
0.288675437,65,1,0.313040187,15850,18,0,2,0,0
0.394536602,34,0,0.488870152,5929,9,0,2,0,0
0.046943762,64,0,0.140555529,20916,13,0,2,0,2
0.082379473,51,0,0.509082918,6825,9,0,2,0,2
0.104317703,58,0,0.700040048,2496,8,0,1,0,0
0.987130994,53,0,0.28761873,6000,4,0,2,0,2
0.379421568,43,0,148,5400,4,0,0,0,0
0.471796594,52,0,0.680066573,7810,11,1,2,0,0
0.256359372,34,0,1.244487996,2040,12,0,1,0,2
0,53,0,1233,0,7,0,1,0,1
0.562893298,47,0,0.231179423,6375,8,0,0,0,0
0.328605539,64,0,0.146809927,10516,10,0,1,0,0
0.97960136,39,0,0.401999474,3800,8,0,0,0,2
0.415073116,44,0,0.170943019,3000,4,0,0,0,2
0.009074773,52,0,982,5400,5,0,1,0,2
0.107635695,50,0,0.607805193,6200,10,0,2,0,0
0.11185584,31,0,0.007972362,3762,2,0,0,0,0
0.840866486,59,0,0.229676787,4083,5,0,0,0,1
0.09163187,58,0,0.164751605,5917,12,0,1,1,0
0.9999999,38,0,0.547272208,3500,3,0,1,0,1
0.00149985,50,2,1.719101124,800,14,0,1,1,3
0.694424446,54,0,0.341259119,3700,7,0,0,0,0
0.9999999,50,0,0.229001012,6916,2,0,1,1,0
0.118235221,26,0,334,5400,2,0,0,0,0
0.9999999,62,0,0,3366,4,0,0,0,0
0.004595679,76,0,0.353689567,2357,11,0,1,0,0
0.087260862,62,0,0.544437665,4916,7,0,2,0,2
0.212156122,59,1,0.247347618,4806,13,0,0,0,0
0.155853524,69,0,0.297091782,7495,9,0,0,0,2
1.01840313,34,1,0.222103332,6541,6,0,1,0,1
0.9999999,66,0,0.206793207,1000,1,0,0,0,0
0.061105574,71,0,0.344131174,5000,9,0,1,0,0
0.09876107,64,0,779,5400,8,0,1,0,0
0.809419974,32,0,0.155338139,5825,6,0,0,0,0
0.030165661,73,0,0.022279349,1166,2,0,0,0,0
0.096916923,51,0,0.280512988,9200,6,0,1,0,3
0.003052551,37,0,0.001894537,3166,12,0,0,0,0
0.746476944,44,0,0.565789474,8435,8,0,2,0,1
0.005721218,57,0,0.001333156,7500,3,0,0,0,0
0.592861259,62,4,3521,5400,16,1,3,0,0
0.98070193,50,0,0.2913592,4200,5,0,0,0,1
